원본경로	추정type	목표영역	판정	분할신호	줄수	비고
final_project_sample/docs/history/2026-08-12_S-RAG_v5.md	?	?	제외		8	내용 없음
final_project_sample/docs/history/2026-08-12_S-RAG_코퍼스25건.md	?	?	제외		8	내용 없음
final_project_sample/docs/history/2026-08-12_S-TEAM.md	?	?	제외		8	내용 없음
final_project_sample/docs/history/2026-08-12_S-UI.md	?	?	제외		7	내용 없음
final_project_sample/docs/history/2026-08-12_S-VOC.md	?	?	제외		8	내용 없음
final_project_sample/docs/history/2026-08-12_S-WIRE.md	?	?	제외		9	내용 없음
final_project_sample/docs/history/2026-08-13_S-GRAPHTEST.md	?	?	제외		9	내용 없음
final_project_sample/docs/history/2026-08-13_비전_문서_작성.md	?	?	제외		7	내용 없음
final_project_sample/docs/history/2026-08-14_1546_A-COP_init_plan_6인팀_v1.md	plan	hub/delivery	제외		7	내용 없음
final_project_sample/docs/history/2026-08-18_Billing_Technical_examples_분리.md	?	?	제외		8	내용 없음
final_project_sample/docs/history/2026-08-31_모듈토글_실효화.md	?	?	제외		40	git 으로 복원 가능. 결정만 추출
final_project_sample/docs/manuals/2026-08-12_1520_환경_기동절차.md	runbook	cs/operations	선별		98	계약 선검증분만 승격
final_project_sample/docs/manuals/2026-08-17_unknown_처리_런북.md	runbook	cs/operations	선별		19	계약 선검증분만 승격
final_project_sample/docs/plans/2026-08-12_1507_A-COP_실행계획서_v1.md	plan	hub/delivery	선별	decision+plan+report+policy	309	계약 선검증분만 승격
final_project_sample/docs/plans/2026-08-14_1546_A-COP_init_plan_6인팀_v1.md	plan	hub/delivery	선별	plan+report+policy	220	계약 선검증분만 승격
final_project_sample/docs/plans/2026-08-16_v7_격차해소_실행계획.md	plan	hub/delivery	선별	plan+policy	150	계약 선검증분만 승격
final_project_sample/docs/plans/2026-08-17_Docker_AWS_배포_모듈화_계획.md	plan	hub/delivery	선별		67	계약 선검증분만 승격
final_project_sample/docs/plans/2026-08-17_개발콘솔_재설계_실행계획.md	plan	hub/delivery	선별	plan+report	189	계약 선검증분만 승격
final_project_sample/docs/plans/2026-08-18_Composer_배포_경계_분리_계획.md	plan	hub/delivery	선별		147	계약 선검증분만 승격
final_project_sample/docs/plans/2026-08-19_예제_카탈로그_스캐폴딩_CLI_1층_계획.md	plan	hub/delivery	선별	plan+policy	133	계약 선검증분만 승격
final_project_sample/docs/plans/2026-08-28_선언형Team_카탈로그CRUD_계획.md	plan	hub/delivery	선별	plan+report+policy	144	계약 선검증분만 승격
final_project_sample/docs/plans/2026-08-31_모듈토글_실효화_설계.md	plan	hub/delivery 또는 cs/decisions	선별	plan+report+policy	101	계약 선검증분만 승격
final_project_sample/docs/release_checklist.md	?	?	선별	decision+report	154	계약 선검증분만 승격
final_project_sample/docs/reports/2026-08-12_1630_P0-P1_및_Codex1차_검수_리포트.md	?	?	제외	plan+report	147	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_2045_RAG검색_수정_리포트.md	?	?	제외	decision+plan+report	91	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-API_REST_MCP_리포트.md	?	?	제외		100	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-API_수정_리포트.md	?	?	제외		71	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-CTRL_resume수정_리포트.md	?	?	제외		75	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-CTRL_리포트.md	?	?	제외		78	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-CTRL_테스트_리포트.md	?	?	제외		85	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-DB_seed보강_테스트격리_리포트.md	?	?	제외		95	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-DB_스키마_마이그레이션_리포트.md	?	?	제외	plan+report	99	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-DOD_검증도구_리포트.md	?	?	제외		79	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-EVAL_리포트.md	?	?	제외		97	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-EVAL_실제실행_리포트.md	?	?	제외		20	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-EVAL_전량실행_리포트.md	?	?	제외		76	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-EVIDENCE_실측수집_리포트.md	?	?	제외		36	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-GAPTEST_리포트.md	?	?	제외		78	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-RAG_검색수정_리포트.md	?	?	제외		107	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-RAG_적재_검색_리포트.md	?	?	제외		78	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-RAG_코퍼스25건_v2_리포트.md	?	?	제외		55	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-RAG_코퍼스25건_리포트.md	?	?	제외	plan+report	92	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-RAG_코퍼스_v3_리포트.md	?	?	제외		51	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-RAG_코퍼스_v4_리포트.md	?	?	제외		61	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-RAG_코퍼스_v5_리포트.md	?	?	제외		50	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-TEAM_리포트.md	?	?	제외		86	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-UI_리포트.md	?	?	제외		77	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-VOC_리포트.md	?	?	제외	decision+report	61	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_S-WIRE_분류기연결_리포트.md	?	?	제외		50	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_평가결과_리포트.md	?	?	제외		51	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-12_평가러너_프롬프트배선_수정.md	?	?	제외		48	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_1153_비전_문서_작성_리포트.md	?	?	제외	plan+report	51	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_1300_비전_비용_재산정_리포트.md	?	?	제외		26	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_1300_신계획서_A2A_Graph_반영률_점검.md	?	?	제외		75	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_Basement_구조검사.md	?	?	제외		91	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_Basement_구조검사_v2.md	?	?	제외	decision+report+concept	97	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_S-CAPABILITY_리포트.md	?	?	제외		72	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_S-COMPOSITION_리포트.md	?	?	제외		68	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_S-FIX3_리포트.md	?	?	제외		56	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_S-GRAPHTEST_리포트.md	?	?	제외		59	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_S-ISOLATION_리포트.md	?	?	제외		22	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_S-JSONFIX_리포트.md	?	?	제외		25	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_S-LLMFIX_리포트.md	?	?	제외		49	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_S-MODULARIZE_리포트.md	?	?	제외		56	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_S-PORTS2_리포트.md	?	?	제외		51	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_S-PORTS_리포트.md	?	?	제외		57	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_S-PROPOSED2_리포트.md	?	?	제외		61	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_S-PROPOSED_리포트.md	?	?	제외		60	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_S-REMEASURE_리포트.md	?	?	제외		62	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_S-RESCORE_리포트.md	?	?	제외		101	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_S-STATSFIX_리포트.md	?	?	제외		37	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_S-SUBMIT_리포트.md	?	?	제외	decision+policy	67	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_S-TEAMANSWER_리포트.md	?	?	제외		30	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-13_평가_인용검증_수정.md	?	?	제외		52	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-14_1546_A-COP_init_plan_6인팀_v1_리포트.md	plan	hub/delivery	제외	plan+report	47	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-14_S-ADMINUI_리포트.md	?	?	제외	report+research	100	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-14_S-COMPOSER-WIRE_리포트.md	?	?	제외		64	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-14_S-COMPOSER_리포트.md	?	?	제외		63	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-14_S-CONFIGVALIDATE_리포트.md	?	?	제외		65	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-14_S-DODFINISH_리포트.md	?	?	제외		36	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-14_S-IDEMKEY_리포트.md	?	?	제외		54	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-14_S-PROJECTYAML_리포트.md	?	?	제외		54	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-14_S-TRACE-ABL_리포트.md	?	?	제외		38	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-14_S-UI-QUALITY_리포트.md	?	?	제외		65	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-14_모듈구성기_설계검토.md	?	?	제외	decision+plan+research	119	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-16_v7_반영도_검토.md	?	?	제외	decision+policy	178	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_Docker_AWS_IaC_초안_리포트.md	?	?	제외		35	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_S-COMPOSER-WRITE-CHANNEL_검토.md	?	?	제외	decision+plan+report+policy	135	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_S-CONSOLE-IA-REVIEW_리포트.md	?	?	제외	decision+plan+research+policy	193	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_S-CONSOLE-P4P6_리포트.md	?	?	제외		79	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_S-CONSOLE-PACKAGE_리포트.md	?	?	제외		72	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_S-DASHBOARD-SPLIT_검토.md	?	?	제외		121	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_S-DOCKER-STAGE1_리포트.md	?	?	제외	plan+report	36	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_S-INTROSPECT_리포트.md	?	?	제외		56	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_S-JUDGE-AGREEMENT-HARNESS.md	?	?	제외	plan+report	50	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_S-UNKNOWN-OPS-SCREEN_리포트.md	?	?	제외		39	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_S-VOC-TEAM_리포트.md	?	?	제외		16	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_consumer-idempotency-gate.md	?	?	제외		28	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_버그사냥_01_안전핵심부.md	?	?	제외		50	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_버그사냥_02_컨텍스트_RAG_A2A.md	?	?	제외		43	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_버그사냥_03_Teams_VOC.md	?	?	제외		26	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_버그사냥_04_MCP_idempotency_resume.md	?	?	제외		30	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_버그사냥_05_GraphStore_REST.md	?	?	제외		40	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_버그사냥_06_Controller_전이표.md	?	?	제외		42	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_버그사냥_07_Composer_eval.md	?	?	제외		48	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-17_죽은코드_감사.md	?	?	제외		46	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-18_Billing_Technical_examples_분리_리포트.md	?	?	제외		76	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-18_S-COMPOSER-DEPLOY-DOCS-01_리포트.md	?	?	제외		35	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-18_S-COMPOSER-V2-JWT.md	?	?	제외		31	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-18_S-PIP-PACKAGE-ACOP-BASEMENT_report.md	?	?	제외		38	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-18_S-RESPONSE-REVIEW-TEAM_DoD-29_리포트.md	?	?	제외		52	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-18_S-VERSIONING-01-SEMVER_리포트.md	?	?	제외		39	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-18_S-VERSIONING-02-MANIFEST-EXPORT_리포트.md	?	?	제외		48	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-18_S-VERSIONING-03-BOUNDARY-TOOLS_보고서.md	?	?	제외		64	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-19_Composer_reload_계약_설계검토.md	?	?	제외	decision+research	105	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-19_DoD28_파인튜닝_범위_설계검토.md	?	?	제외	decision+plan+report+research+policy	161	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-19_S-COMPOSER-DEPLOY-STAGE2-LOCAL_리포트.md	?	?	제외		71	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-19_S-MIGRATE-DUPLICATE-GUARD_리포트.md	?	?	제외		59	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-19_S-SCAFFOLD-CLI-01_리포트.md	?	?	제외		130	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-28_S-COMPOSER-CATALOG-CHANGES_리포트.md	?	?	제외		117	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-28_S-DECLARATIVE-TEAM-RUNTIME_리포트.md	?	?	제외	plan+policy	117	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-29_S-AUDIT-STORE_리포트.md	?	?	제외	decision+plan+report	113	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-31_reload_계약_구현.md	?	?	제외		139	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/2026-08-31_모듈토글_실효화_리포트.md	?	?	제외	plan+report	155	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-12_1600_RAG코퍼스_섹션이_보일러플레이트로_채워짐.md	?	?	제외	plan+report	100	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-12_1720_RAG코퍼스_v2_문장템플릿과_게이트_구멍.md	?	?	제외		76	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-12_1830_S-API가_실행되지_않는다.md	?	?	제외	decision+report	79	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-12_2010_RAG검색이_한번도_동작한적이_없다.md	evidence	?	제외		94	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-12_2230_Controller가_resuming에서_resumed를_건너뛴다.md	?	?	제외		60	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-13_1200_평가가_환각인용에_점수를_준다.md	?	?	제외		74	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-13_1230_PII가_평문으로_저장된다.md	?	?	제외		67	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-13_1400_모듈화가_순환import로_실패했다.md	?	?	제외	plan+report	88	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-13_1500_Proposed군이_실제시스템을_돌리지_않는다.md	?	?	제외		77	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-13_1600_Team의_LLM_실호출_경로가_동작한적이_없다.md	?	?	제외		70	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-13_1800_next_action_지표가_어휘일치를_잰다.md	?	?	제외		77	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-14_시계에_걸린_테스트가_가끔_실패한다.md	?	?	제외		68	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-17_검사하는_척하는_검사들.md	?	?	제외		124	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-17_동시_apply_테스트가_flaky했다.md	evidence	?	제외		69	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-17_버그사냥_01_5건_발견_3건_수정.md	?	?	제외		119	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-17_버그사냥_02_3건_발견_2건_수정_1건_해소.md	?	?	제외		88	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-17_버그사냥_03_환불제안이_매번_거부됐다.md	?	?	제외		103	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-17_버그사냥_04_4건_발견_2건_수정_1건_보류_1건_해소.md	?	?	제외	decision+plan	110	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-17_버그사냥_05_2건_수정.md	?	?	제외		61	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-17_버그사냥_06_동시실행가드_경합_수정.md	?	?	제외		81	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-17_버그사냥_07_임시파일누수_수정_및_범위위반.md	?	?	제외		79	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-17_버그사냥_08_미해결3건_처리.md	?	?	제외		117	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-18_Composer_v2_ResponseReview_검수.md	?	?	제외	decision+policy	163	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-18_versioning_스트림3_검수.md	?	?	제외		120	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/reports/debugs/2026-08-18_버그사냥_08_전체점검.md	?	?	제외		97	그 시점 기록. 결정·증거만 추출
final_project_sample/docs/submission/00_제출산출물_인덱스.md	?	?	제외		17	제출 산출물. 별도 관리
final_project_sample/docs/submission/01_수집데이터_및_전처리.md	?	?	제외		32	제출 산출물. 별도 관리
final_project_sample/docs/submission/02_시스템_아키텍처.md	?	?	제외		48	제출 산출물. 별도 관리
final_project_sample/docs/submission/03_RAG_LLM_벡터DB_구현.md	?	?	제외		27	제출 산출물. 별도 관리
final_project_sample/docs/submission/04_테스트_계획_및_결과.md	?	?	제외		37	제출 산출물. 별도 관리
final_project_sample/docs/submission/05A_DB_스키마.md	?	?	제외		32	제출 산출물. 별도 관리
final_project_sample/docs/submission/05B_보안_경계.md	decision	hub/decisions	제외		20	제출 산출물. 별도 관리
final_project_sample/docs/submission/06_시연_시나리오.md	?	?	제외		25	제출 산출물. 별도 관리
final_project_sample/docs/submission/07_한계와_다음_단계.md	?	?	제외	decision+plan	41	제출 산출물. 별도 관리
final_project_sample/docs/vision/ESTIMATION_BASELINE.md	decision	hub/decisions	선별		133	계약 선검증분만 승격
final_project_sample/docs/vision/TODO_VISION.md	decision	hub/decisions	선별		46	계약 선검증분만 승격
final_project_sample/docs/vision/VISION-01_추론_기법_확장.md	decision	hub/decisions	선별	decision+plan+report+concept	65	계약 선검증분만 승격
final_project_sample/docs/vision/VISION-02_전용_Graph_Store_도입.md	decision	hub/decisions	선별	decision+plan+report+concept	73	계약 선검증분만 승격
final_project_sample/docs/vision/VISION-03_멀티_LLM_프로바이더_모델_라우팅.md	decision	hub/decisions	선별	decision+plan+report+concept	62	계약 선검증분만 승격
final_project_sample/docs/vision/VISION-04_A2A_생태계_확장.md	decision	hub/decisions	선별	decision+plan+report+concept	63	계약 선검증분만 승격
final_project_sample/docs/vision/VISION-05_메시징_내구_실행_확장.md	decision	hub/decisions	선별	decision+plan+report+concept	74	계약 선검증분만 승격
final_project_sample/docs/vision/VISION-06_지식_메모리_확장.md	decision	hub/decisions	선별	decision+plan+report+concept	63	계약 선검증분만 승격
final_project_sample/docs/vision/VISION-07_정책_엔진_Decagon_AOP_방식.md	decision	hub/decisions	선별	decision+plan+report+concept	63	계약 선검증분만 승격
final_project_sample/docs/vision/VISION-08_Commerce_Ops_Pack.md	decision	hub/decisions	선별	decision+plan+report	34	계약 선검증분만 승격
final_project_sample/docs/vision/VISION-09_사이트_생성_판매.md	decision	hub/decisions	선별	decision+plan+report	34	계약 선검증분만 승격
final_project_sample/docs/vision/VISION-10_예제_카탈로그_스캐폴딩_CLI.md	decision	hub/decisions	선별	decision+plan+report	107	계약 선검증분만 승격
final_project_sample/docs/vision/VISION-11_고객_지식_수집과_승인형_RAG_색인.md	decision	hub/decisions	선별	decision+plan+report	97	계약 선검증분만 승격
final_project_sample/docs/vision/VISION-12_평가셋_작성_보조와_독립_검증.md	decision	hub/decisions	선별	decision+plan+report	89	계약 선검증분만 승격
final_project_sample/docs/vision/VISION-13_자기_관측_기반_구성_진단과_추천.md	decision	hub/decisions	선별	decision+plan+report	138	계약 선검증분만 승격
final_project_sample/eval/reports/2026-08-12_평가결과_리포트.md	?	?	선별		59	계약 선검증분만 승격
final_project_sample/eval/reports/holdout_human_labels_template_README.md	?	?	선별		31	계약 선검증분만 승격
final_project_sample/infra/aws/README.md	guide	각 폴더 유지	선별		32	계약 선검증분만 승격
final_project_sample/knowledge/documents/01_billing_monthly-cycle.md	?	?	선별	plan+report+policy	47	계약 선검증분만 승격
final_project_sample/knowledge/documents/02_billing_annual-renewal.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/03_billing_retry-failure.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/04_billing_tax-invoice.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/05_billing_invoice-delivery.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/06_refund_refund-after-cancel.md	?	?	선별	plan+report	47	계약 선검증분만 승격
final_project_sample/knowledge/documents/07_refund_refund-window.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/08_refund_partial-proration.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/09_refund_processing-exception.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/10_subscription_cancel.md	?	?	선별	decision+policy	47	계약 선검증분만 승격
final_project_sample/knowledge/documents/11_subscription_plan-change.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/12_subscription_auto-renew.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/13_subscription_trial.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/14_entitlement_plan-matrix.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/15_entitlement_sync-delay.md	?	?	선별	plan+policy	47	계약 선검증분만 승격
final_project_sample/knowledge/documents/16_entitlement_plan-transition.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/17_entitlement_limit-overage.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/18_entitlement_diagnosis.md	evidence	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/19_incident_severity.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/20_incident_entitlement-outage.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/21_incident_compensation.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/22_technical_login-diagnosis.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/23_technical_api-errors.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/24_support_intake-escalation.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/knowledge/documents/25_support_approval-actions.md	?	?	선별		47	계약 선검증분만 승격
final_project_sample/legacy/S-RAG_v1_보일러플레이트/01_billing_billing-cycle.md	?	?	선별	concept+policy	59	계약 선검증분만 승격
final_project_sample/legacy/S-RAG_v1_보일러플레이트/02_billing_billing-retry.md	?	?	선별	concept+policy	59	계약 선검증분만 승격
final_project_sample/legacy/S-RAG_v1_보일러플레이트/03_billing_billing-tax.md	?	?	선별	concept+policy	59	계약 선검증분만 승격
final_project_sample/legacy/S-RAG_v1_보일러플레이트/04_billing_billing-invoice.md	?	?	선별	concept+policy	59	계약 선검증분만 승격
final_project_sample/legacy/S-RAG_v1_보일러플레이트/05_billing_billing-payment-method.md	?	?	선별	concept+policy	59	계약 선검증분만 승격
final_project_sample/legacy/S-RAG_v1_보일러플레이트/06_refund_refund-after-cancel.md	?	?	선별	concept+policy	59	계약 선검증분만 승격
final_project_sample/legacy/S-RAG_v1_보일러플레이트/07_refund_refund-deadline.md	?	?	선별	concept+policy	59	계약 선검증분만 승격
final_project_sample/legacy/S-RAG_v1_보일러플레이트/08_refund_refund-proration.md	?	?	선별	concept+policy	59	계약 선검증분만 승격
final_project_sample/legacy/S-RAG_v1_보일러플레이트/09_refund_refund-processing.md	?	?	선별	concept+policy	59	계약 선검증분만 승격
final_project_sample/legacy/S-RAG_v1_보일러플레이트/10_subscription_subscription-cancel.md	?	?	선별	concept+policy	59	계약 선검증분만 승격
final_project_sample/legacy/S-RAG_v1_보일러플레이트/11_subscription_subscription-change.md	?	?	선별	concept+policy	59	계약 선검증분만 승격
final_project_sample/legacy/S-RAG_v1_보일러플레이트/12_subscription_subscription-renewal.md	?	?	선별	concept+policy	59	계약 선검증분만 승격
